userName,content,score,reviewCreatedVersion,at,Sentimen (Aurel),Sentimen (Ade),Sentimen (Eky),Sentimen Akhir,translated_content
septian tubagus syahrizal,"mau daftar juga harus ada pulsa hadooooh ,malah mempersulit",1,4.2.3,2022-12-26 05:08:38,-1.0,-1.0,-1.0,Negatif,"fontcolor="" # FFFF00""wanttolistalso fontcolor="" # FFFF00""theremustbeapocalypse fontcolor="" # FFFF00""dooooh ,prone"
Bela Bella,Sangat berguna,5,4.3.0,2023-01-02 09:32:24,1.0,1.0,1.0,Positif,Very useful.
handasah,sangat baik,5,4.2.3,2022-12-17 14:57:21,1.0,1.0,1.0,Positif,Very good.
Bangun Irnawati,oke,5,4.2.3,2022-10-21 12:40:14,1.0,1.0,1.0,Positif,Okay.
tunkayo iankhan,Sangat membantu,5,4.2.3,2022-01-03 01:34:00,1.0,1.0,1.0,Positif,Very helpful.
wachidatul imronah,"Sangat terbantu dengan aplikasi Mobile JKN,,, sangat direkomendasikan.",5,4.2.3,2022-01-17 00:37:00,1.0,1.0,1.0,Positif,"Very helpful with mobile JKN applications, highly recommended."
Rangga Saputra Hidayat,User Fredly,5,4.2.3,2022-12-13 03:24:37,1.0,1.0,1.0,Positif,User Fredly
Yose Rizal,Memuaskan semoga kedepannya lbh baik dan mudah dlm pengaplikasiannya dan tingkatkan pelayanannya,5,4.2.3,2022-12-07 03:16:34,1.0,1.0,1.0,Positif,Satisfying the future is better and easier in the application and improving the service.
Siffa Nuraeni,Susah banget sih login aplikasi jkn ini,1,4.2.3,2022-01-10 13:53:00,-1.0,-1.0,-1.0,Negatif,It's really hard to log in. It's not like this.
Hilmi Furqoni,Baik,5,4.2.3,2022-10-07 04:28:05,1.0,1.0,1.0,Positif,Okay.
Isti Rohmatul,Udah klik daftar tpi ngk muncul isi no kk. Langsung nik. Trus hbis d verivikasi mskan nmer.kode otpnya ngk muncul saldo ngk balance?? Gmna penjelasanya min . Pdhlah punya temen sya ngk gtu,1,4.2.3,2022-01-26 10:14:00,-1.0,-1.0,-1.0,Negatif,Just click on the list. But the code will show up the balance of the balance?
CAHYO DITA NUGROHO,Mantaap bermanfaat,5,4.2.3,2022-12-04 12:01:09,1.0,1.0,1.0,Positif,"Well, that's good."
Djal Ikpi,"Aplikasinya bagus, bisa merubah data secara online tanpa harus datang ke kantor bpjs",5,4.2.3,2022-09-26 05:22:51,1.0,1.0,1.0,Positif,"The application is good, can change data online without having to come to the bpjs office"
Bahudin Udin bahudin,Wis ore jls,1,4.2.3,2022-10-29 15:14:56,-1.0,-1.0,-1.0,Negatif,Wis ore jls
Iwan Setya,Membantu,5,4.3.0,2023-01-30 10:05:22,1.0,1.0,1.0,Positif,Help
Adi Japar,Eyy gila ribetna setelah di update jadi banyak ini itu,2,4.2.3,2022-12-09 06:03:26,-1.0,-1.0,-1.0,Negatif,Eyy's crazy ribetna after an update. So much for this.
moko coker,Oke,5,4.2.3,2022-12-17 04:15:06,1.0,1.0,1.0,Positif,Okay.
Nur Huda,Tiap mau daftar online rujukan ga bisa. error mulu. heran,1,4.3.0,2023-01-01 13:00:00,-1.0,-1.0,-1.0,Negatif,"Every time you want an online list of references, you can't. It's an error. It's a wonder."
Oksi Yrenan,Terimakasih,5,4.2.3,2022-10-15 06:53:47,1.0,1.0,1.0,Positif,Thank you.
Nanda-,Kenapa fitur konsultasi dokter saat di klik tambah konsultasi munculnya tidak ada jadwal dokter mulu. Ngapain ngadain fitur itu klo gak bisa di pake!,1,4.3.0,2022-12-29 05:33:48,-1.0,-1.0,-1.0,Negatif,Why is the doctor's consulting feature when the click plus consultation doesn't have a doctor's schedule? Why do you have that feature if you can't use it?
Watinah Latif,Udah OTP PAKE EMAIL.. KENAPA SUSAH .. HARUS NOMOR TLPON JG,2,4.2.3,2022-12-29 04:08:28,-1.0,-1.0,-1.0,Negatif,"It's okay, it's okay, it's okay, it's okay, it's okay, it's okay, it's okay, it's okay, it's okay, it's okay, it's okay, it's okay, it's okay, it's okay, it's okay, it's okay, it's okay, it's okay, it's okay."
Putri Mahmud,"Assalamualikum,bbjs kesehatan sebenarnya bagus,cuma kliniknya,orang nya jutek,banyak istirahatnya dlm 1 hari,3× 1jam,buka siang,tolong dibenahin,kita kan bayar,dan ga tiap bln sakit,klinik umum ramah lebih murah,minta tolong,klo ga percaya survai sendiri",5,4.2.3,2023-01-22 09:32:25,-1.0,-1.0,1.0,Negatif,"Assalamukum, bbjs health is actually good, only the clinic, its people are dirty, there's a lot of rest in 1 day, 3× 1 hour, open noon, please fix it, we'll pay, and not every sick, friendly clinic is cheaper, ask for help,klo doesn't believe in his own survai"
Ike Yunita,Sangat bagus sekali,5,4.2.3,2022-01-28 12:53:00,1.0,1.0,1.0,Positif,Very good.
agus saputra,Mantap,5,4.2.3,2022-01-10 08:45:00,1.0,1.0,1.0,Positif,Steady.
Radenmas Fery,Good Apps,5,4.3.0,2022-12-26 12:48:07,1.0,1.0,1.0,Positif,Good Apps
Agi Saputra K. U,Good,5,4.2.3,2022-12-04 04:05:42,1.0,1.0,1.0,Positif,Good
Wilda Aisyah,Nicee,5,4.2.3,2023-01-05 05:25:28,1.0,1.0,1.0,Positif,Nicee
Muammar Salam,Sangat membantu perubahan data perserta,5,4.2.3,2022-12-28 03:47:27,1.0,1.0,1.0,Positif,Very helpful to the insertion data change
Adi Jaya,mantap markotop,5,4.2.3,2022-01-22 06:55:00,1.0,1.0,1.0,Positif,Steady markotop
Yono Yono1010,Bravo,5,4.2.3,2022-01-22 04:07:00,1.0,1.0,1.0,Positif,Bravo
Fadila kuswulandari,App lebih mudah dan dimengerti versi terbarunya good job,5,4.3.0,2023-01-12 12:12:54,1.0,1.0,1.0,Positif,App is easier and more understandable. The latest version is good job.
Rolena Kinawati,"Merubah faskes dan alamat rumah, mudah tapi harus berulang karena pengiriman OTP nya agak lambat",5,4.2.3,2022-12-26 02:26:48,1.0,1.0,1.0,Positif,"Change faskes and home address, easy but had to repeat because his OTP delivery was a bit slow"
Andryan Siska,Mntapppppp aplikasi inii... Sangat membantu sekali.. trimkasih mobile JKN,5,4.2.3,2022-01-03 08:56:00,1.0,1.0,1.0,Positif,Mntapppppp this application... is very helpful... thank you for the JKN mobile.
Melky Tumarar,Ok,4,4.2.3,2022-01-30 06:37:00,1.0,1.0,1.0,Positif,"All right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go,"
Susanto Ayybiand,Keren,5,4.3.0,2023-01-13 05:56:47,1.0,1.0,1.0,Positif,Cool.
Irwandi,Terima kasih atas pelayannya yang sangat jelas dan tepat good job.... 👍🏻👍🏻,5,4.3.0,2023-01-15 15:46:21,1.0,1.0,1.0,Positif,Thank you for your very clear and precise good job....
iqbal bastian,Sangat membantu,4,4.2.3,2022-01-02 05:52:00,1.0,1.0,1.0,Positif,Very helpful.
Farid Tri Prasetya,Sangat bermanfaat,5,4.2.3,2022-01-12 03:36:00,1.0,1.0,1.0,Positif,Very useful.
Ani Wulandari,Gampang banget,5,4.3.0,2023-01-10 09:54:40,1.0,1.0,1.0,Positif,It's easy.
agus miyadi,Sangat membantu,5,4.2.3,2022-01-29 05:38:00,1.0,1.0,1.0,Positif,Very helpful.
Yani Syarifuddin,Sangat membantu dan memudahkan,5,4.2.3,2022-01-18 06:23:00,1.0,1.0,1.0,Positif,It's very helpful and it's very easy.
Miki Mareta,Sangatttt membantu..,5,4.3.0,2023-01-10 05:36:22,1.0,1.0,1.0,Positif,Very helpful.
Gania saribanon,Sangat membantu sekali.. Terima kasih,5,4.3.0,2023-01-27 01:33:22,1.0,1.0,1.0,Positif,"Very helpful, thank you."
Arrisyunal Firdaus,Login aekarang selalu gk bisa.. Aplikasi sblmnya bisa..,1,4.2.3,2022-10-13 23:17:32,-1.0,-1.0,-1.0,Negatif,Login now always can't... the application can't...
Anita Widiawati,Sangat membantu,5,4.2.3,2022-01-28 05:30:00,1.0,1.0,1.0,Positif,Very helpful.
triez channel,Memudahkan peserta BPJS KESEHATAN untuk mengakses fasilitas kesehatan.,5,4.3.0,2023-01-06 14:31:10,1.0,1.0,1.0,Positif,Makes it easier for the BPJs's people to have access to health facilities.
Arnold R Hutajulu,Mantap,5,4.2.3,2022-09-29 14:04:25,1.0,1.0,1.0,Positif,Steady.
Dede Sun,Semoga lebih baik lagi dan peningkatan performa yang real,5,4.2.3,2022-12-30 13:28:34,1.0,1.0,1.0,Positif,Hopefully even better and a real rise in performance.
Nendi Taurus,"Sdah trdaftar cma ssah buat masuk'y suruh bkin auto debit,sdah d bikin tpi gagal trus",1,4.2.3,2022-01-01 04:39:00,-1.0,-1.0,-1.0,Negatif,I can't let you come in. I can't let you do that. I can't do that.
Herry K Indrawan,Sangat membantu,5,4.2.3,2023-01-06 13:15:33,1.0,1.0,1.0,Positif,Very helpful.
Ade Tatang,Membantos,5,4.2.3,2022-10-26 06:53:41,1.0,1.0,1.0,Positif,Blowing
Jemi Psb,Pemerintah begini mantap.. sistem online jadi ga ribet,5,4.2.3,2022-12-01 10:36:00,1.0,1.0,1.0,Positif,The government is like this.. the online system is so unnerving
Pipa Ledeng,👍👍👍,5,4.3.0,2023-01-04 07:47:39,1.0,1.0,1.0,Positif,"counted on the end of the line. - No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no."
Haedar Ullah,Ok,5,4.3.0,2023-01-03 01:39:00,1.0,1.0,1.0,Positif,"All right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go,"
Evanka Sumanto215,Sangat membantu sekali,5,4.2.3,2022-01-30 20:14:00,1.0,1.0,1.0,Positif,That's very helpful.
Risma Cimonk,Luar biasa busa lebih praktis lagi... Bravo mobile jkn,5,4.2.3,2022-12-08 12:04:17,1.0,1.0,1.0,Positif,It's amazing how much more practical foam...
Indra Bungsu,Mantab sangat membantu rakyat,5,4.2.3,2022-12-10 08:22:44,1.0,1.0,1.0,Positif,Great help to the people.
Ema Ambar Wati,Lumayan membantu,4,4.2.3,2022-01-01 05:01:00,1.0,1.0,1.0,Positif,Not bad at all.
Gan Den,Sangat membantu,5,4.2.3,2022-12-14 13:26:42,1.0,1.0,1.0,Positif,Very helpful.
Muhammad Irpan,Payah segala minta di update mlh paketan lg sekarat.gmn si mending pake cetak kartu dah. Kecewa saya,1,4.3.0,2023-01-15 12:15:28,-1.0,-1.0,-1.0,Negatif,It sucks that the package is dying.gmn the guy is using the card print dah. i'm disappointed. i'm not. i'm sorry. i'm sorry. i'm sorry. i'm sorry.. i'm sorry.. i'm sorry.. i'm sorry.. i'm sorry.. i'm sorry.. i'm sorry.. i'm sorry.. i'm sorry.
rizki,"Blm apa2 suruh autodebit tp pilihan bank nya terbatas, saya pake BSI dan tdk ada di pilihan, mna ga bisa di skip lg, otomatis berhenti smpe situ dn ga tuntas. klo dtg lngsung bilangnya ""coba di aplikasi lebih mudah"" MANAAA ?",1,4.3.0,2023-01-15 13:36:42,-1.0,-1.0,-1.0,Negatif,"In order to autodebit but the bank's options are limited, I use BSI and I don't have a choice, I can't skip it anymore, I automatically stop there and it's not finished."
Kang Maulana_,Lebih ditingkatkan lagi,5,4.2.3,2023-01-01 01:42:00,1.0,0.0,1.0,Positif,More improved.
Made Sunantre,Ok,5,4.2.3,2022-01-20 07:25:00,1.0,1.0,1.0,Positif,"All right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go,"
Panggih Sumargo Sukma Aji Wibowo,Bagus,5,4.2.3,2022-01-02 02:52:00,1.0,1.0,1.0,Positif,Good.
firmanda man,Ok,5,4.2.3,2022-01-01 00:15:00,1.0,1.0,1.0,Positif,"All right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go,"
lukas tumaang,Sangat membantu. Klw bisa di tingkatkan lagi,5,4.3.0,2023-01-12 23:58:17,1.0,1.0,1.0,Positif,It's very helpful.
cevie hermawan,Sangat membantu,5,4.3.0,2023-01-12 13:06:41,1.0,1.0,1.0,Positif,Very helpful.
Batamlacky Batamlacky,Pelayanan nya bagus,5,4.2.3,2022-01-15 07:15:00,1.0,1.0,1.0,Positif,Good service.
Muhammad Yusuf,Good,5,4.2.3,2022-01-07 13:43:00,1.0,1.0,1.0,Positif,Good
Arwan jr,Apk ga guna,1,4.2.3,2023-01-01 09:47:00,-1.0,-1.0,-1.0,Negatif,What the fuck?
yogi eka putra,Mudah difahami dan mudah digunakan,5,4.3.0,2023-01-04 08:46:25,1.0,1.0,1.0,Positif,It's easy to understand and easy to use
Gemilang Ramadhan,perubahan yg sangat bagus,5,4.2.3,2022-09-24 16:50:24,1.0,1.0,1.0,Positif,It's a nice change of pace.
Bery Ruslana pratama,Eror mulu,1,4.2.3,2022-12-27 15:28:55,-1.0,-1.0,-1.0,Negatif,Mulu error
Ahmad Kurniawan,Good,5,4.2.3,2022-01-23 07:00:00,1.0,1.0,1.0,Positif,Good
Iwan. S,Good job,5,4.2.3,2022-12-09 10:19:00,1.0,1.0,1.0,Positif,Good job
Alamin Hudi,Durasi pengirman verifikasi jngn bertele2 kelaman durasinya,5,4.3.0,2023-01-21 12:20:34,-1.0,-1.0,-1.0,Negatif,Duration of verifying the duration of the duration
bang Nj,Wah hebat banget,5,4.2.3,2022-01-21 05:43:00,1.0,1.0,1.0,Positif,That's great.
Agus Phedot97,dendanya naik 2x lipat.bkin tambah sengsara rakyat,1,4.3.0,2023-01-06 06:26:40,-1.0,-1.0,-1.0,Negatif,The fine has doubled.bkin's more miserable for the people
Rumi Yatun,Bagus,5,4.3.0,2023-01-05 13:19:29,1.0,1.0,1.0,Positif,Good.
Budi Nugroho,Mantap,5,4.2.3,2022-10-21 03:13:07,1.0,1.0,1.0,Positif,Steady.
Yayah Sobariyah,Alhamdulillah aplikasi Mobile JKN sangat mudah untuk mendaftar Pasien darurat seperti sy pribadi Lima bintang cukup dari saya Terimakasih,5,4.2.3,2022-12-09 06:40:21,1.0,1.0,1.0,Positif,Thank God Mobile JKN application is so easy to register emergency patients like me. Five stars is enough of me. Thank you.
Wiwik Widarti,Sangat membantu,5,4.2.3,2022-12-21 06:32:49,1.0,1.0,1.0,Positif,Very helpful.
Syifa Qila,Sangat bagus dan bermanfaat,5,4.3.0,2023-01-23 00:57:42,1.0,1.0,1.0,Positif,Very nice and useful.
MUHAMAD SAEFUDIN,Ok,5,4.2.3,2022-10-14 14:36:00,1.0,1.0,1.0,Positif,"All right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go,"
miftakhul mukaromah,Adanya aplikasi mobile jkn betul betul memudahkan pengguna bpjs. Cuman buka aplikasi mobile jkn semua masalah teratasi tanpa perlu datang dan juga antri²an ke kantor bpjs.,5,4.2.3,2022-12-30 10:48:51,1.0,1.0,1.0,Positif,The presence of mobile applications doesn't really make it easier for the user to use bpjs. Just open the mobile application. Not all problems are solved without having to come and line up to the office.
Maghfiro al muqorrobin,Sangat membantu,5,4.2.3,2022-12-20 12:07:48,1.0,1.0,1.0,Positif,Very helpful.
Diki Wicaksono,Padahal nomor hp belum pernah terdaftar tapi kog dikatakan sudah digunakan oleh pengguna lain ganti nomor yang lainpun juga begitu jadi percuma daftar saja dipersulit alhasil tidak bisa menggunakan aplikasi,1,4.2.3,2022-01-16 07:14:00,-1.0,-1.0,-1.0,Negatif,"The phone number has never been registered, but the kog is said to have been used by other users to change other numbers as well, so it's a waste of listings. It's difficult to make the result of not being able to use the application."
Firman Syah,Mantap,5,4.2.3,2022-01-03 02:44:00,1.0,1.0,1.0,Positif,Steady.
Ferdi Romadhon,"Ini yakin nih aplikasi udh paten di realese buat di pake seindo? Tapi kok kentang, mau daftar pas masukin captcha malah ngaco muncul {""response code...(blablabla)""06""} lah malah coding aplikasinya muncul",1,4.2.3,2022-10-29 14:28:20,-1.0,-1.0,-1.0,Negatif,It's sure that the realese app is made in seindo?
Alifa Alif,aplikasi nya ok,5,4.3.0,2023-01-10 10:31:02,1.0,1.0,1.0,Positif,"The application's ok, it's ok, it's ok, it's ok, it's ok, it's ok, it's ok, it's ok, it's ok, it's ok, it's ok, it's okay, it's okay, it's okay, it's okay, it's okay, it's okay, it's okay, it's okay, it's okay, it's okay, it's okay, it's okay, it's okay, it's okay, it's okay, it's okay, it's okay, it's okay, it's okay, it's okay, it's okay, it's okay, it's okay, it's okay, it's okay, it's okay, it's okay, it's okay, it's okay, it's okay, it's okay, it's okay, it's okay, it's okay, it's okay, it's okay, it's okay, it's okay, it's okay, it's okay, it's okay, it's okay, it's okay, it's okay, it's okay, it's okay, it's okay, it's okay, it's okay, it's okay, it's okay, it's okay, it's okay."
lisna purnamasary waruwu,"Sangat membantu, proses cepat",5,4.2.3,2022-12-07 08:40:09,1.0,1.0,1.0,Positif,"Very helpful, quick process."
DNKwardani dessong,tolong disediakan update iuran yang harus dibayarkan. bukan hanya iuran saja LUNAS. nanti ketika kita butuh pake BPJS tau-tau ada info tunggakan. tolong di update lagi,1,4.2.3,2022-01-28 00:55:00,-1.0,-1.0,-1.0,Negatif,Please provide a dues update to be paid. Not just due dues. Later when we need to use BPJS there's no mount info. Please update again
Eco Redfoo,Aplikasiny sering error,1,4.3.0,2023-01-21 22:06:35,-1.0,-1.0,-1.0,Negatif,Application often errors
Yunita Ester Birang,Sangat bagus,5,4.2.3,2022-12-23 01:23:13,1.0,1.0,1.0,Positif,Very good.
Dica Nugroho,Sangat memermudah,4,4.2.3,2022-01-30 08:06:00,1.0,1.0,1.0,Positif,It's easy.
Mispan Aji,Sangat baik Terima kasih,4,4.2.3,2022-10-14 13:30:59,1.0,1.0,1.0,Positif,- Very well. - Thank you.
rendy alya,Ketika sudah mendaftarkan 3x maka gak bisa mendaftarkan yang baru lagi..,4,4.2.3,2023-01-02 09:02:34,-1.0,-1.0,-1.0,Negatif,"Once you've signed up three times, you can't register any new ones."
Rika Veni,Sangat dipermudah....,5,4.2.3,2022-01-29 00:40:00,1.0,1.0,1.0,Positif,It's very simple.
Niken WahyuNingsih,Menjadi mudah,5,4.3.0,2023-01-15 09:30:55,1.0,1.0,1.0,Positif,Be easy
Rengga R,Gak bisa daftar,1,4.2.3,2022-01-26 13:24:00,1.0,1.0,-1.0,Positif,Can't list
Cecep Ghozali,"mempermudah urusan yg berhubungan dg JKN misal lupa bawa kartu pas berobat, dll",5,4.3.0,2023-01-03 01:10:00,1.0,1.0,1.0,Positif,"Make it easy on JKN if you don't have a pass card, etc."
yunita06 anggraini,Sejauh ini sangat membantu untuk berobat jalan anak sy.,4,4.2.3,2022-12-01 02:20:40,1.0,1.0,1.0,Positif,So far it's been very helpful for my son's treatment.
raymond will,Mantap aplikasinya. Lancar dan simple,5,4.2.3,2022-12-17 05:32:27,1.0,1.0,1.0,Positif,Nice and simple.
Frits Suhartono,Cepat dan mudah,5,4.2.3,2023-01-04 00:12:59,1.0,1.0,1.0,Positif,Fast and easy.
Cantika Fitriyani,Membantu sekali,5,4.2.3,2023-01-18 08:41:05,1.0,1.0,1.0,Positif,How helpful.
Luki Permana,Habis di update malah tidak bisa kebuka... Hang...payah,1,4.2.3,2022-01-23 21:56:00,-1.0,-1.0,-1.0,Negatif,It's not even open... hang...suck
Johan Saifulloh,Usefull,5,4.2.3,2022-12-08 05:52:19,1.0,1.0,1.0,Positif,Useful
Akasuna Sasori,"Down mulu servernya, daftar susah",1,4.3.0,2022-12-21 17:19:34,-1.0,-1.0,-1.0,Negatif,"Down the server, hard list."
Heri Wahyudi,Mantap,5,4.2.3,2022-01-09 08:17:00,1.0,1.0,1.0,Positif,Steady.
Rizqi Nuranisa,Ini kok fitur pendaftaran online ke faskes lanjutannya ga bisa yaaa? pdhl sebelum aplikasi di upgrade mah masih bisa. Sedangkan rumah sakit menolak pendaftaran karena katanya quota udah abis karena banyak yg daftar online via aplikasi. Masa cm aplikasi di HP saya aja yg ga bisa klik menu itu.,3,4.3.0,2023-01-16 04:45:48,-1.0,-1.0,-1.0,Negatif,Why is this an online registration feature to the next faskes? Can't you say that before the application is upgraded? The hospital still refuses to sign up because it says that there are so many applications online. The application on my phone can't click on that menu.
Agung Ramadhani,Mantab,5,4.3.0,2023-01-16 10:33:22,1.0,1.0,1.0,Positif,"That's it. That's it. That's it. That's it. That's it, man. That's it, man. That's it, man. That's it, man, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it, that's it's it, that's it's it, that's it's it's it's it, it's it's it's good, it's good, right's it's good, it's good, it's good, it's good, it's good, it's good, it's good, it's good, it's good, it's good, it's good, it's good, it's good, it's good, it's good, it's good, it's good, it's good, it's good, it's good, it's good, it's good, it's good, it's good, it's good, it's good, it's good, it's good, it's good, it's good, it's good, it's good, it's good, it's good, it's good, it's good, it's good, it's good, it's good, it's good, it's good, it's good, it's good, it's good, it's good, it's good, it's good, it's good, it's good, it's good, it's good, it's good, it's good, it's good, it's good, it's good, it's good, it's good, it's good, it's good, it's good, it's good, it's good, it's good, it's good, it's good, it's good, it's good, it's good, it's good, it's"
Aprianus Leles (Apriand),Sangat membantu,5,4.2.3,2022-01-25 00:39:00,1.0,1.0,1.0,Positif,Very helpful.
Senja Merana (Mang deni),Bagussssss,5,4.3.0,2023-01-12 01:21:00,1.0,1.0,1.0,Positif,Goodssssss
ButiQ RiteL,Mantap,5,4.2.3,2022-10-19 05:40:01,1.0,1.0,1.0,Positif,Steady.
ahmad syahril,Terimakasih,5,4.3.0,2023-01-10 00:40:14,1.0,0.0,1.0,Positif,Thank you.
Vi Diyah,Aplikasi tersulit ..saya sudah mendaftar hanya ingin masuk ke aplikasi tidak bisa terus menerus padahal sinyal full tapi tetep tidak bisa masuk ..katanya permintaan tidak bisa diproses disuruh menunggu beberapa saat...setelah saya tunggu dan tak coba lagi tetep ndk bisa ...jelek aplikasi sulit mengaksesnya,1,4.2.3,2022-01-03 14:08:00,-1.0,-1.0,-1.0,Negatif,"The hardest app I've ever signed up for. I just want to log into an application. It can't be a full signal, but it still can't get in."
Adi Sutan,Tingkatkan lagi,5,4.2.3,2022-10-03 13:05:20,1.0,1.0,1.0,Positif,"Increase it up again. Come on, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go."
Lucky Firman,Mantap,5,4.2.3,2022-12-01 03:13:12,1.0,1.0,1.0,Positif,Steady.
Nurman Saputra,Sangatt membantu apliaksinya,5,4.3.0,2023-01-23 10:36:11,1.0,1.0,1.0,Positif,"It helps the apliction. It really helps the apliction. It really helps the apliction. It helps the apliacts very, really helps the aplictions, really helps the aplictions, so it helps the aplictions, so it helps the whole thing, it helps the way it's very, the way it's so, it helps, it helps, it helps, it's so, it helps, it's so, it helps, it helps, it's so, it's so, it helps, it's so, it helps, it's so, it helps, it's so, it's so, it's so, it's so, it's so, it's so, it's so, it's so, it's so, it's so, it's so, it's so, it's so, it's so, it's so, it's so, it's so, it's so, it's so, it's so, it's so, it's so, it's so, it's so, it's so, it's so, it's so, it's, it's, it's so, it's so, it's, it's so, it's so, it's so, it's so, it's so, it's so, it's so, it's so, it's so, it's so, it's so, it's so, it's so, it's so, it's so, it's so, it's so, it's so, it's so, it's so, it's so, it's, it's so, it's, it's, it's, it's, it's so, it's so, it's so, it's, it's, it's, it's, it's so, it's so, it's, it's so, it's so, it's, it'"
emma rosmiati,"Sangat mudah untuk pindah faskes , cukup klik saja , makasih bpjs mempermudah layanan dg 1 aplikasi",5,4.2.3,2022-12-07 07:46:02,1.0,1.0,1.0,Positif,"It's easy to move faskes, just click, thank you for making it easy with 1 app."
Marica Triyaningsih,Tingkatkan!,5,4.3.0,2023-01-22 03:28:02,1.0,0.0,1.0,Positif,"Step it up! Get it up! Let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let'"
Sebastian Toni,Terima kasih kpd BPJS Kesehatan krn putri kami telah terbantu biaya operasi kelainan jantungnya..semoga BPJS Kesehatan ini bisa membantu masyarakat lainnya yg sangat membutuhkan biaya pengobatan lainnya..👍🙏,5,4.3.0,2023-01-20 17:25:36,1.0,1.0,1.0,Positif,Thanks to BPJS Health because our daughter has been helped with surgery on her heart disorder so that BPJS Health can help other people who are in dire need of other medical expenses...
Indah Ramadhani,Sangat membantu,4,4.2.3,2022-01-30 03:37:00,1.0,1.0,1.0,Positif,Very helpful.
Nana ER,Alhamdulillah sangat membantu sekali dengan adanya apl jkn. Semua jadi mudah,5,4.2.3,2022-01-14 00:19:00,1.0,1.0,1.0,Positif,Alhamdulillah was very helpful once with an apl jn.
