userName,content,score,reviewCreatedVersion,at,Sentimen (Aurel),Sentimen (Ade),Sentimen (Eky),Sentimen Akhir,translated_content
Anggun Tjandra,"Saya uda coba daftar tpi tetap aja ga bsa di verifikasi,, capche juga udah masukkin bener,KTP uda masukkin bener nmr nik nya..ga bsa daftar,, bad lah",1,4.2.3,2022-12-06 15:55:27,-1.0,-1.0,-1.0,Negatif,"Saya uda coba daftar tpi tetap aja ga bsa di verifikasi,, capche juga udah masukkin bener,KTP uda masukkin bener nmr nik nya..ga bsa daftar,, bad lah"
Robinson Rohihunga,Kenapa pada saat kita mendaftar sebagai pesrta baru tidak bisa dengan balas jam akses tidak sesuai padahal sudah memasukkan NIK dan Nama serta captcha yang benar,1,4.2.3,2022-01-28 13:48:00,-1.0,-1.0,-1.0,Negatif,Kenapa pada saat kita mendaftar sebagai pesrta baru tidak bisa dengan balas jam akses tidak sesuai padahal sudah memasukkan NIK dan Nama serta captcha yang benar
T O N G A T,"Untuk Daftar saja sangat susah,PULSA Rp.100.000-/+,Namun tetap saja saya mendapatkan NOTIFIKASI ""PULSA TIDAK CUKUP"" pada saat proses VERIFIKASI NO.TELP. Apa saya harus isi pulsa JUTAAN untuk dapatkan SMS Verifikasi? Udah sulit malah makin dipersulit.",1,4.2.3,2022-01-07 03:58:00,-1.0,-1.0,-1.0,Negatif,"Untuk Daftar saja sangat susah,PULSA Rp.100.000-/+,Namun tetap saja saya mendapatkan NOTIFIKASI ""PULSA TIDAK CUKUP"" pada saat proses VERIFIKASI NO.TELP. Apa saya harus isi pulsa JUTAAN untuk dapatkan SMS Verifikasi? Udah sulit malah makin dipersulit."
dewi wahyu nugrahani,"Untuk verifikasi kenapa harus menyedot pulsa, padahal kalau verif harus berkali-kali, padahal sinyal lancar tapi gagal terus",2,4.2.3,2022-12-31 04:29:24,-1.0,-1.0,-1.0,Negatif,"Untuk verifikasi kenapa harus menyedot pulsa, padahal kalau verif harus berkali-kali, padahal sinyal lancar tapi gagal terus"
Hasanudin Mustafa Kasim,"Mau daftar mobile jkn ribet banget,sy peserta bpjs ferifikasi no hp kudu punya pulsa dulu baru di kasi kode otp,jmo ga seribet itu langsung bisa aplikasinya,gimana klu kami sekarat harus ditanya dulu punya jaminan ga?ada ditangani ga ada nga gitu?????parah amat",1,4.2.3,2022-12-03 00:29:59,-1.0,-1.0,-1.0,Negatif,"Mau daftar mobile jkn ribet banget,sy peserta bpjs ferifikasi no hp kudu punya pulsa dulu baru di kasi kode otp,jmo ga seribet itu langsung bisa aplikasinya,gimana klu kami sekarat harus ditanya dulu punya jaminan ga?ada ditangani ga ada nga gitu?????parah amat"
Siti Komariah,Saya kasih bintang 1 dulu karena saya masuk untuk penambahan peserta ga bisa2 kenapa ya?katanya bisa lewat aplikasi ini...bagaimna coba tanggapannya...saya ad perubahan data dikeluarga dan mau tmbh ank saya kenapa g bisa masuk,1,4.2.3,2023-01-03 06:15:14,-1.0,-1.0,-1.0,Negatif,Saya kasih bintang 1 dulu karena saya masuk untuk penambahan peserta ga bisa2 kenapa ya?katanya bisa lewat aplikasi ini...bagaimna coba tanggapannya...saya ad perubahan data dikeluarga dan mau tmbh ank saya kenapa g bisa masuk
irvan maulana,"Aplikasi versi terbaru,pas mau login captcha muter2 melulu..tolong diperbaiki Lg.. Captcha yg ngak nongol2 muter2 melulu.mana mau bisa login..",1,4.2.3,2022-12-21 15:29:40,-1.0,-1.0,-1.0,Negatif,"Aplikasi versi terbaru,pas mau login captcha muter2 melulu..tolong diperbaiki Lg.. Captcha yg ngak nongol2 muter2 melulu.mana mau bisa login.."
Nur Rizki Awiratningsih,"Mon map saya norak, krn baru sekali update dan instal mobile JKN. KEREN NIH, blm byk bs komentar krn blm tw fungsi masing2 fiturnya.",5,4.2.3,2022-12-07 14:56:58,1.0,1.0,1.0,Positif,"Mon map saya norak, krn baru sekali update dan instal mobile JKN. KEREN NIH, blm byk bs komentar krn blm tw fungsi masing2 fiturnya."
Mady Cihuy,"Gak bisa ngirim kartu lewat WA Ngirim x cuma lewat email,itu pun dipungut biaya verivikasi lewat sms....klo gak ad pls...gak bisa...ini mah bukan mempermudah masyarat.....tp ad kepentingan...",1,4.2.3,2022-01-28 06:41:00,-1.0,-1.0,-1.0,Negatif,"Gak bisa ngirim kartu lewat WA Ngirim x cuma lewat email,itu pun dipungut biaya verivikasi lewat sms....klo gak ad pls...gak bisa...ini mah bukan mempermudah masyarat.....tp ad kepentingan..."
Aris Ikka,Aplikasi nya jelek rumit terlalu banyak verifikasi. Mau verifikasi no. Handphone aja harus ada pulsanya pelit banget ini aplikasi ga menguntungkan,1,4.2.3,2022-01-27 09:56:00,-1.0,-1.0,-1.0,Negatif,Aplikasi nya jelek rumit terlalu banyak verifikasi. Mau verifikasi no. Handphone aja harus ada pulsanya pelit banget ini aplikasi ga menguntungkan
Sandika Lyan,"Gimana nya daftar ini , semua data tepat , malah kode nya yg di beri juga udh tepat , tapi selalu salah dan gk bisa daftar , tolong lah jangan main""!!!!",1,4.2.3,2022-12-01 13:25:52,-1.0,-1.0,-1.0,Negatif,"Gimana nya daftar ini , semua data tepat , malah kode nya yg di beri juga udh tepat , tapi selalu salah dan gk bisa daftar , tolong lah jangan main""!!!!"
yona christofer,"Rumah sakit karyadi tipe A MRInya lama banget dan saya dapat bulan maret. saya periksa di rujuk dr wiliam both ke karyadi pingin sembuh. Saya belum ada perubahan di kasih obat malah diare, dan di terapi juga belum ada perubahan. Tolong dong di perbaiki rumah sakit karyadi.",1,4.2.3,2022-12-19 08:45:15,0.0,-1.0,-1.0,Negatif,"Rumah sakit karyadi tipe A MRInya lama banget dan saya dapat bulan maret. saya periksa di rujuk dr wiliam both ke karyadi pingin sembuh. Saya belum ada perubahan di kasih obat malah diare, dan di terapi juga belum ada perubahan. Tolong dong di perbaiki rumah sakit karyadi."
Ari Cahyanto,Pilih Metode Verifikasi error lagi dan lagi.. gimana mau merubah data lokasi faskes.. katanya aplikasi ini mempermudah... Kok begini terus.. payah,1,4.2.3,2022-12-20 05:14:40,-1.0,-1.0,-1.0,Negatif,Pilih Metode Verifikasi error lagi dan lagi.. gimana mau merubah data lokasi faskes.. katanya aplikasi ini mempermudah... Kok begini terus.. payah
ハンサムなAsep Tea,"Maaf ya dikasih bintang 1 dulu soalnya Loading, ga bisa masuk terus , ditambah lemot aplikasinya... Mohon diupgrade lagi aplikasinya",1,4.2.3,2022-01-20 10:12:00,-1.0,-1.0,-1.0,Negatif,"Maaf ya dikasih bintang 1 dulu soalnya Loading, ga bisa masuk terus , ditambah lemot aplikasinya... Mohon diupgrade lagi aplikasinya"
Indra Figo,Mantap transformasi tekhnologi yang begitu sangat bermanfaat dalam kepengurusan pelayanan publik untuk mempermudah proses pelayanan dan kecepatan. Good jobs. Thks,5,4.2.3,2022-12-15 14:26:50,1.0,1.0,1.0,Positif,Mantap transformasi tekhnologi yang begitu sangat bermanfaat dalam kepengurusan pelayanan publik untuk mempermudah proses pelayanan dan kecepatan. Good jobs. Thks
iyan tan,Benar2 ni ..telat gak nyampe 2 bulan sudah kena denda rawat inap...seharusnya Pemerintah bisa beda in dong ..kalo telat sampe 1 tahun baru denda rawat inap..Peraturan aneh ini,1,4.2.3,2022-12-01 14:15:06,-1.0,-1.0,-1.0,Negatif,Benar2 ni ..telat gak nyampe 2 bulan sudah kena denda rawat inap...seharusnya Pemerintah bisa beda in dong ..kalo telat sampe 1 tahun baru denda rawat inap..Peraturan aneh ini
danang yanuar,"Aplikasi gmn ini, daftarnya sulit, nomer udah di gunakan peserta lain, padahal udah tak ganti nomer yg tak masukan tetep gtu terus jawabannya",1,4.2.3,2022-12-01 10:44:23,-1.0,-1.0,-1.0,Negatif,"Aplikasi gmn ini, daftarnya sulit, nomer udah di gunakan peserta lain, padahal udah tak ganti nomer yg tak masukan tetep gtu terus jawabannya"
Amna Tung,"Gimana ini?? Saya tidak bisa log in,padahal sebelumnya sudah terdaftar data diri.... Gantis passwordpun masih aja gak bisa login...",3,4.2.3,2022-12-20 20:30:27,-1.0,-1.0,-1.0,Negatif,"Gimana ini?? Saya tidak bisa log in,padahal sebelumnya sudah terdaftar data diri.... Gantis passwordpun masih aja gak bisa login..."
Triyoko 77,"Coba di perbaiki lagi.. Untuk akses masuk aja sulit... Saya yakin jika aplikasi ini bisa bejalan dng baik, aplikasi ini sangat bermanfaat untuk banyak orang",1,4.2.3,2023-01-02 02:25:40,-1.0,-1.0,-1.0,Negatif,"Coba di perbaiki lagi.. Untuk akses masuk aja sulit... Saya yakin jika aplikasi ini bisa bejalan dng baik, aplikasi ini sangat bermanfaat untuk banyak orang"
Atun Jalbani,Duh gimana ya ka...ko disuruh pembaruan trs ribet ka...mana hp ram cm kecil lagi harus hapus yg lain baru bisa pembaruan...mbok ya dibikin praktis saja,2,4.2.3,2023-01-21 14:42:06,-1.0,-1.0,-1.0,Negatif,Duh gimana ya ka...ko disuruh pembaruan trs ribet ka...mana hp ram cm kecil lagi harus hapus yg lain baru bisa pembaruan...mbok ya dibikin praktis saja
Aris Ananto,Coba daftar aplikasi tetapi selalu gagal padahal prosesnya sudah sesuai.....aplikasinya banyak yg masih terkunci dan kelihatanya yg update,1,4.2.3,2022-12-13 14:01:28,-1.0,-1.0,-1.0,Negatif,Coba daftar aplikasi tetapi selalu gagal padahal prosesnya sudah sesuai.....aplikasinya banyak yg masih terkunci dan kelihatanya yg update
Junian Laoli,"Aplikasi sampah bolak balik saya daftar katanya nomor hp sama email sudah pernah di gunakan, kalo sudah pernah saya gunakan ngapain saya daftar lagi, aplikasi gj",1,4.2.3,2022-12-29 12:41:59,-1.0,-1.0,-1.0,Negatif,"Aplikasi sampah bolak balik saya daftar katanya nomor hp sama email sudah pernah di gunakan, kalo sudah pernah saya gunakan ngapain saya daftar lagi, aplikasi gj"
Ruly O. Supriyani,Alhamdulillah layanan pandawa maupun aplikasi sekarang lebih efektif dan memuaskan. Pertahankan serta kembangkan sesuai kebutuhan. Terima kasih.,5,4.2.3,2022-01-29 02:37:00,1.0,1.0,1.0,Positif,Alhamdulillah layanan pandawa maupun aplikasi sekarang lebih efektif dan memuaskan. Pertahankan serta kembangkan sesuai kebutuhan. Terima kasih.
Khaerun Anam,Pada saat login minta update. Ga update ga bisa login giliran diupdate ga mau di download. Mohon perbaikan aplikasi jgn yg ribet,5,4.2.3,2022-12-20 08:37:53,-1.0,-1.0,-1.0,Negatif,Pada saat login minta update. Ga update ga bisa login giliran diupdate ga mau di download. Mohon perbaikan aplikasi jgn yg ribet
firdaus,"Saya jarang gunakan BPJS tapi saya selalu bayar tepat waktunya auto debit,kenapa aplikasinya tidak bisa daftar antrian di puskesmas mau priksa saja harus antri via offline, apa gunanya di menu aplikasi ini, percuma gw download,dan percuma gw bayar,sakit aja pakai antri berjam jam.auto unistal kapok pakai bpjs lagi stop pembyrn gada gunanya cuma2 bikin repot doang.",1,4.2.3,2023-01-28 22:26:24,-1.0,-1.0,-1.0,Negatif,"Saya jarang gunakan BPJS tapi saya selalu bayar tepat waktunya auto debit,kenapa aplikasinya tidak bisa daftar antrian di puskesmas mau priksa saja harus antri via offline, apa gunanya di menu aplikasi ini, percuma gw download,dan percuma gw bayar,sakit aja pakai antri berjam jam.auto unistal kapok pakai bpjs lagi stop pembyrn gada gunanya cuma2 bikin repot doang."
Hendry D. Atmawinata,"Ga punya pulsa reguler, Jadi ga bisa daftar. Zaman milenial sistem masih kek gini.. Layanan pemerintah jangan kalah sama layanan belanja. Malu.. Aneh, masih ada aja yg rating 5*",1,4.2.3,2022-12-01 02:18:48,-1.0,-1.0,-1.0,Negatif,"Ga punya pulsa reguler, Jadi ga bisa daftar. Zaman milenial sistem masih kek gini.. Layanan pemerintah jangan kalah sama layanan belanja. Malu.. Aneh, masih ada aja yg rating 5*"
muthmainnah mut,"Aplikasinya udah bagus tapi sayang waktu mau ubah faskes enggak bisa,,kalau kita ke kantor BPJS mau ubah faskes dibilang bisa lewat mobile jkn tapi pas kita mau ubah lewat mobile jkn enggak bisa selalu keluar error 🤦",1,4.2.3,2022-12-14 04:03:34,-1.0,1.0,-1.0,Negatif,"Aplikasinya udah bagus tapi sayang waktu mau ubah faskes enggak bisa,,kalau kita ke kantor BPJS mau ubah faskes dibilang bisa lewat mobile jkn tapi pas kita mau ubah lewat mobile jkn enggak bisa selalu keluar error 🤦"
Jarum Coklat,Mau daptar dionline bpjs..eh pas mau buat kartu disuruh masukin nomor nik kk sama masukin nomor capcanya..sudah diisi...itu tulisan selanjutnya tetep w warna abu2 ga bisa diklik...maksudnya apa ini..percuma daptar2🖕 Percuma da aplikasiny kalo masih nyusahin daptarnya..,1,4.2.3,2022-12-19 09:57:18,-1.0,-1.0,-1.0,Negatif,Mau daptar dionline bpjs..eh pas mau buat kartu disuruh masukin nomor nik kk sama masukin nomor capcanya..sudah diisi...itu tulisan selanjutnya tetep w warna abu2 ga bisa diklik...maksudnya apa ini..percuma daptar2🖕 Percuma da aplikasiny kalo masih nyusahin daptarnya..
Yosi Yuniar,Bulan kemarin daftar pelayanan lancar lancar saja. Sekarang mau daftar pelayanan munculnya poli tidak ditemukan. Mohon tindak lanjutnya,2,4.2.3,2022-01-23 14:50:00,0.0,-1.0,-1.0,Negatif,Bulan kemarin daftar pelayanan lancar lancar saja. Sekarang mau daftar pelayanan munculnya poli tidak ditemukan. Mohon tindak lanjutnya
eko sutanto,"Tiap tahun selalu ada aja proyek aplikasi, tapi tidak pernah bermanfaat, bagi peserta bpjs tuh yg bermanfaat iuran murah dan kualitas pelayanan yg bagus, bukan aplikasi yg d perbagus jadi bikin ribet",1,4.2.3,2022-12-09 07:58:50,-1.0,-1.0,-1.0,Negatif,"Tiap tahun selalu ada aja proyek aplikasi, tapi tidak pernah bermanfaat, bagi peserta bpjs tuh yg bermanfaat iuran murah dan kualitas pelayanan yg bagus, bukan aplikasi yg d perbagus jadi bikin ribet"
Rd. Kania Dewi,"Apk nya bagus tapi sayang gak bisa cetak bpjs nya, gagal terus, sinyal udah bagus, hp udah berapa kali ganti masih aja gak bisa cetak.",1,4.2.3,2022-01-30 00:12:00,-1.0,1.0,-1.0,Negatif,"Apk nya bagus tapi sayang gak bisa cetak bpjs nya, gagal terus, sinyal udah bagus, hp udah berapa kali ganti masih aja gak bisa cetak."
Widya Ningsih,"Aplikasi terlalu cepat menutup kembali Sehingga saya harus minta otp berulang kali!!dan akhirnya saya daftar pake hp lain, Mohon Maaf lahir batin saya telah berpikiran yg kurang baik ke aplikasi ini Semoga ke depannya aplikasi ini makin oke Terima kasih",3,4.2.3,2022-01-29 09:39:00,-1.0,-1.0,-1.0,Negatif,"Aplikasi terlalu cepat menutup kembali Sehingga saya harus minta otp berulang kali!!dan akhirnya saya daftar pake hp lain, Mohon Maaf lahir batin saya telah berpikiran yg kurang baik ke aplikasi ini Semoga ke depannya aplikasi ini makin oke Terima kasih"
Daniel d,"Sudah bayar seminggu untuk pembayaran rehab setelah lunas malah ga aktif kartunya payahh, sudah di klik pelunasan program malah error white screen aplikasinya, gimana nihhhh",1,4.2.3,2022-12-09 08:24:49,-1.0,-1.0,-1.0,Negatif,"Sudah bayar seminggu untuk pembayaran rehab setelah lunas malah ga aktif kartunya payahh, sudah di klik pelunasan program malah error white screen aplikasinya, gimana nihhhh"
Fatkul Mukmin,"Gabisa menambahkan email di menu profil ga ada , tolong perbaiki , apk pemerintah kek gini buruk.",3,4.2.3,2022-12-25 12:16:34,-1.0,-1.0,-1.0,Negatif,"Gabisa menambahkan email di menu profil ga ada , tolong perbaiki , apk pemerintah kek gini buruk."
Taufik Habibi,"Aplikasi apa ini, mendaftar untuk verifikasi email aja selalu ' format email tidak sesuai ' ketika diulang untuk otp no hp, pulsa selalu terpotong Rp 900",1,4.2.3,2022-12-13 09:57:42,-1.0,-1.0,-1.0,Negatif,"Aplikasi apa ini, mendaftar untuk verifikasi email aja selalu ' format email tidak sesuai ' ketika diulang untuk otp no hp, pulsa selalu terpotong Rp 900"
Media Edukasi Online,"Aplikasi tidak berfungsi sudah coba daftar berkali-kali dengan mengisi NIK, Nama, TTL dan captha dengan angka yg sesuai dgn yg tertera tapi selalu error pdhl sudah gonta ganti capta dan sudah mengetik kode capta yg sesuai tetap saja error' 🤦🤦🤦🤦 Sungguh ini benar² aplikasi terburuk yg pernah ada",1,4.2.3,2022-09-29 17:09:47,-1.0,-1.0,-1.0,Negatif,"Aplikasi tidak berfungsi sudah coba daftar berkali-kali dengan mengisi NIK, Nama, TTL dan captha dengan angka yg sesuai dgn yg tertera tapi selalu error pdhl sudah gonta ganti capta dan sudah mengetik kode capta yg sesuai tetap saja error' 🤦🤦🤦🤦 Sungguh ini benar² aplikasi terburuk yg pernah ada"
Arif Setia,"Orang kantor bilang Kalo apa2 suruh lewat aplikasi. Lha ini aplikasi ga bisa di gunain. Login gabisa, perbaiki data susah, apa2 serba di persulit. Sok sokan apa2 lewat online tapi aplikasi ga mendukung, perbaiki woiii, sinyal udah bagus aplikasi ga bisa dipake. Aneh aneeehhhhh blok",1,4.2.3,2022-10-31 04:52:28,-1.0,-1.0,-1.0,Negatif,"Orang kantor bilang Kalo apa2 suruh lewat aplikasi. Lha ini aplikasi ga bisa di gunain. Login gabisa, perbaiki data susah, apa2 serba di persulit. Sok sokan apa2 lewat online tapi aplikasi ga mendukung, perbaiki woiii, sinyal udah bagus aplikasi ga bisa dipake. Aneh aneeehhhhh blok"
Asep Iskandar,Bagi saya pemakaian aplikasi cukup mudah. Cuma banyak banget verifikasi. Tapi saya maklum sih. Untuk keamanan data.,5,4.2.3,2022-12-18 13:03:55,0.0,1.0,1.0,Positif,Bagi saya pemakaian aplikasi cukup mudah. Cuma banyak banget verifikasi. Tapi saya maklum sih. Untuk keamanan data.
Bernad K,"Aplikasi yang cukup membantu, tetapi masih banyak yang harus diperbaiki lagi. Khusus masalah antrean, sudah daftar dapat nomor urut 1, tetapi dalam kenyataan berbeda. Juga daftar untuk poli gigi, tiba tiba berubah jadi poli umum",3,4.2.3,2022-01-09 01:20:00,0.0,1.0,1.0,Positif,"Aplikasi yang cukup membantu, tetapi masih banyak yang harus diperbaiki lagi. Khusus masalah antrean, sudah daftar dapat nomor urut 1, tetapi dalam kenyataan berbeda. Juga daftar untuk poli gigi, tiba tiba berubah jadi poli umum"
Bunda Lia,Terimakasih sangat membantu dalam perubahan data.tinggal lakukan di aplikasi ini semuanya clear...sukses selalu buat mobile jkn,5,4.2.3,2022-12-30 12:34:56,1.0,1.0,1.0,Positif,Terimakasih sangat membantu dalam perubahan data.tinggal lakukan di aplikasi ini semuanya clear...sukses selalu buat mobile jkn
Iman Sumantri,"Ini kenapa ya mau daftar masuk karena baru download malah ga bisa bacaan nya ""jam operasional tidak sesuai"" udh nunggu seharian ga bisa bisa",2,4.2.3,2022-12-29 22:35:56,-1.0,-1.0,-1.0,Negatif,"Ini kenapa ya mau daftar masuk karena baru download malah ga bisa bacaan nya ""jam operasional tidak sesuai"" udh nunggu seharian ga bisa bisa"
sumarni sumarni,"Bingung, terus ngulang masuk ,, yang di tanya itu² terus , tolong dung di perbaiki lagi, biar kami mudah login di aplikasi ini",1,4.2.3,2023-01-10 14:39:35,-1.0,-1.0,-1.0,Negatif,"Bingung, terus ngulang masuk ,, yang di tanya itu² terus , tolong dung di perbaiki lagi, biar kami mudah login di aplikasi ini"
susilo ks,"Alhamdulillah Sejak update, pelayanan nya meningkat. Verifikasi tidak hanya pakai no telepon tapi ada alternatif ke email...👍👍👍👍✊",5,4.2.3,2022-12-05 01:59:00,1.0,1.0,1.0,Positif,"Alhamdulillah Sejak update, pelayanan nya meningkat. Verifikasi tidak hanya pakai no telepon tapi ada alternatif ke email...👍👍👍👍✊"
Nur Munasifah,Kenapa gak bisa daftar yah baru buka langsung ada keterangan APK tidak bisa berrjalan pada device yang sudah di root..padahal saya baru download,1,4.2.3,2022-12-21 03:43:47,-1.0,-1.0,-1.0,Negatif,Kenapa gak bisa daftar yah baru buka langsung ada keterangan APK tidak bisa berrjalan pada device yang sudah di root..padahal saya baru download
Kurnia Jaya,Susah masuk dan utk fitur auto debet juga susah di akses..moho diperbaiki agar masyarakat Indonesia sehat selalu.,1,4.2.3,2022-01-18 13:05:00,-1.0,-1.0,-1.0,Negatif,Susah masuk dan utk fitur auto debet juga susah di akses..moho diperbaiki agar masyarakat Indonesia sehat selalu.
Tri Lestari,"Mau daftar sama login gak bisa bisa, muncul ""response code jam akses tidak sesuai"" gitu terus sudah diulang berkali kali",1,4.2.3,2022-01-18 14:09:00,-1.0,-1.0,-1.0,Negatif,"Mau daftar sama login gak bisa bisa, muncul ""response code jam akses tidak sesuai"" gitu terus sudah diulang berkali kali"
Lizamatul Lamimah,Udah download 2 kali mau nyoba daftar aplikasi tapi selalu ngga bisa udah diulang2 pun ttp ga bisa masuk mohon diperbaiki 🙏,2,4.2.3,2022-01-28 21:58:00,-1.0,-1.0,-1.0,Negatif,Udah download 2 kali mau nyoba daftar aplikasi tapi selalu ngga bisa udah diulang2 pun ttp ga bisa masuk mohon diperbaiki 🙏
IR12NO 81JO,"Siip lah tingkatkan terus spy lbh cepat, simple, dan mudah diakses terima kasih. Joss tenan mantap abis !!! Semoga juga diikuti pelayanan nya yg maksimal",5,4.2.3,2022-12-16 08:13:20,1.0,1.0,1.0,Positif,"Siip lah tingkatkan terus spy lbh cepat, simple, dan mudah diakses terima kasih. Joss tenan mantap abis !!! Semoga juga diikuti pelayanan nya yg maksimal"
Khadijah Usup,"Kirim kode OTP aja harus punya pulsa, pdhal kan bayar bpjs sudah setiap bulan. Masa kalah dg aplikasi shopee dan aplikasi lainnya yang gratis. Aplikasi pemerintah loh ini padahal,heran deh. Sekarang tuh zamannya kuota",2,4.2.3,2022-01-27 10:53:00,-1.0,-1.0,-1.0,Negatif,"Kirim kode OTP aja harus punya pulsa, pdhal kan bayar bpjs sudah setiap bulan. Masa kalah dg aplikasi shopee dan aplikasi lainnya yang gratis. Aplikasi pemerintah loh ini padahal,heran deh. Sekarang tuh zamannya kuota"
Dicky Johan,"sangat membantu dalam pengurusan perubahan data, menghemat waktu.. makin maju JKN MOBILE..",5,4.2.3,2022-12-23 01:03:32,1.0,1.0,1.0,Positif,"sangat membantu dalam pengurusan perubahan data, menghemat waktu.. makin maju JKN MOBILE.."
olivia wulandari,"Sangat memuaskan, tapi lebih baik verifikasi ditambahkan opsi whatsapp mengingat banyak yg menggunakan whatsapp.",4,4.2.3,2022-12-15 15:40:30,0.0,1.0,1.0,Positif,"Sangat memuaskan, tapi lebih baik verifikasi ditambahkan opsi whatsapp mengingat banyak yg menggunakan whatsapp."
Baha Uddin,"tolong lah semenjak lama gk pake apk ini saat update mau login lagi malah minta sandi sblom nya gak ada saya buat sandi di apk jkn ini,trus saat login ver pke akun google akun gk terbaca baiki lah klo gini gmna mau di pke bpjs nya..terlalu bnyak berbelit belit apk nya",1,4.2.3,2022-12-09 16:28:10,-1.0,-1.0,-1.0,Negatif,"tolong lah semenjak lama gk pake apk ini saat update mau login lagi malah minta sandi sblom nya gak ada saya buat sandi di apk jkn ini,trus saat login ver pke akun google akun gk terbaca baiki lah klo gini gmna mau di pke bpjs nya..terlalu bnyak berbelit belit apk nya"
Hendri Ken,Pas saya login masuk daftar.kode 06 tidak merespon.jelas2 itu kode ktp.cek KTP.itu kode 06 cocok..aduhh.payah..ni aplikasi...sudah uninstal.instal lagi sampe 3 X tetap aja mhonlah aplikasi jangan memper sulit.jelas2 kita bayar tuh kartu tiap bulan..bukan murah untuk rakyat kecil..,1,4.2.3,2022-01-30 21:50:00,-1.0,-1.0,-1.0,Negatif,Pas saya login masuk daftar.kode 06 tidak merespon.jelas2 itu kode ktp.cek KTP.itu kode 06 cocok..aduhh.payah..ni aplikasi...sudah uninstal.instal lagi sampe 3 X tetap aja mhonlah aplikasi jangan memper sulit.jelas2 kita bayar tuh kartu tiap bulan..bukan murah untuk rakyat kecil..
Rafina Saki,"Pain dibuat jkn kalau mempersulit masyarakat. Habis download g bs masuk lagi. Tolong IT nya diperjelas cros cek... , Percuma hafal password tpi kalau pakai hp orng masuknya untuk apa hp kita lagi.",1,4.2.3,2022-12-05 10:42:28,-1.0,-1.0,-1.0,Negatif,"Pain dibuat jkn kalau mempersulit masyarakat. Habis download g bs masuk lagi. Tolong IT nya diperjelas cros cek... , Percuma hafal password tpi kalau pakai hp orng masuknya untuk apa hp kita lagi."
ASHARI ABDULLAH,"Fungsi aplikasi ini apa sih, dibuka kok susah sekali, bikin yang sederhana saja, yang penting informasinya bisa diakses, jangan terlalu banyak animasi. Kasihan kami di daerah yang susah sinyal.",1,4.2.3,2022-01-14 23:33:00,-1.0,-1.0,-1.0,Negatif,"Fungsi aplikasi ini apa sih, dibuka kok susah sekali, bikin yang sederhana saja, yang penting informasinya bisa diakses, jangan terlalu banyak animasi. Kasihan kami di daerah yang susah sinyal."
Asman Sudrajat,Masih berantakan. Data bnyak tertukar. Data saya pindah ke kartu keluarga orang lain. Di kartu keluarga saya tidak ada. Tolong di perbaikin untuk data pribadi setiap penggunanya.,1,4.2.3,2022-01-23 13:29:00,-1.0,-1.0,-1.0,Negatif,Masih berantakan. Data bnyak tertukar. Data saya pindah ke kartu keluarga orang lain. Di kartu keluarga saya tidak ada. Tolong di perbaikin untuk data pribadi setiap penggunanya.
Rismayanti Nur hasanah,"Maaf sebelumnya saya sudah masuk ke apl jkn ini, dan setelah bbrapa lama tidak di buka pas sekalinya d buka dan d'update harus log in lagi tapi susahnya minta ampun, katanya membantu tp ini malah bikin ribet mana setelah mengisi identitas padahal sudah sesuai tapi gagal terus,. Tolong bantuannya",2,4.2.3,2022-01-15 13:15:00,-1.0,-1.0,-1.0,Negatif,"Maaf sebelumnya saya sudah masuk ke apl jkn ini, dan setelah bbrapa lama tidak di buka pas sekalinya d buka dan d'update harus log in lagi tapi susahnya minta ampun, katanya membantu tp ini malah bikin ribet mana setelah mengisi identitas padahal sudah sesuai tapi gagal terus,. Tolong bantuannya"
Pol Lia,"Bapak ibu, mohon bantuannya saya tidak bisa menambah data anak lewat aplikasi. Dari Capil keterangan data sudah di update. Mohon bantuannya",5,4.2.3,2022-01-23 08:29:00,-1.0,-1.0,0.0,Negatif,"Bapak ibu, mohon bantuannya saya tidak bisa menambah data anak lewat aplikasi. Dari Capil keterangan data sudah di update. Mohon bantuannya"
Haflan Aja,"Sudah dapat nomor booking rujukan, knp pas sampai RS lalu saya klik check in malah muncul nya notif gagal terhubung ke server RS Mulu si? Overall udh bagus si langsung terkonek gitu klo daftar di klinik cumn tinggal tingkatin lagi fiturnya",3,4.2.3,2022-12-13 00:57:49,0.0,1.0,1.0,Positif,"Sudah dapat nomor booking rujukan, knp pas sampai RS lalu saya klik check in malah muncul nya notif gagal terhubung ke server RS Mulu si? Overall udh bagus si langsung terkonek gitu klo daftar di klinik cumn tinggal tingkatin lagi fiturnya"
Nur Yani,"Tidak bisa login min karena program auto debet, harap ada pilihan untuk tidak menggunakan auto debet, terimakasih",3,4.2.3,2022-12-08 01:58:00,-1.0,-1.0,-1.0,Negatif,"Tidak bisa login min karena program auto debet, harap ada pilihan untuk tidak menggunakan auto debet, terimakasih"
Irgi L Josefh,"Mau cetak bpjs online dan harus verifikasi email, setelah email dimasukan lalu minta disetujui tapi malah halaman kosong! Tolong bantuannya",2,4.2.3,2022-01-22 16:09:00,-1.0,-1.0,-1.0,Negatif,"Mau cetak bpjs online dan harus verifikasi email, setelah email dimasukan lalu minta disetujui tapi malah halaman kosong! Tolong bantuannya"
